,,yoshinari:LFHD,,,yoshinari:RFHD,,,yoshinari:LBHD,,,yoshinari:RBHD,,,yoshinari:C7,,,yoshinari:T10,,,yoshinari:CLAV,,,yoshinari:STRN,,,yoshinari:RBAK,,,yoshinari:LSHO,,,yoshinari:LUPA,,,yoshinari:LELB,,,yoshinari:LFRM,,,yoshinari:LWRA,,,yoshinari:LWRB,,,yoshinari:LFIN,,,yoshinari:RSHO,,,yoshinari:RUPA,,,yoshinari:RELB,,,yoshinari:RFRM,,,yoshinari:RWRA,,,yoshinari:RWRB,,,yoshinari:RFIN,,,yoshinari:LASI,,,yoshinari:RASI,,,yoshinari:LPSI,,,yoshinari:RPSI,,,yoshinari:LTHI,,,yoshinari:LKNE,,,yoshinari:LTIB,,,yoshinari:LANK,,,yoshinari:LHEE,,,yoshinari:LTOE,,,yoshinari:RTHI,,,yoshinari:RKNE,,,yoshinari:RTIB,,,yoshinari:RANK,,,yoshinari:RHEE,,,yoshinari:RTOE,,,HSR:HSR1,,,HSR:HSR2,,,HSR:HSR3,,,HSR:HSR4,,,HSR:HSR5,,,HSR:HSR6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
978,0,2067.547363,-642.826233,1517.756836,2172.929688,-596.800659,1507.751343,2126.822266,-787.065369,1536.174927,2219.262207,-756.471619,1536.692749,2070.500000,-814.105652,1296.907104,2025.954956,-823.308472,1043.591919,2196.862305,-713.486694,1215.053345,2223.996826,-718.504639,1053.976562,2060.577148,-878.830750,1208.939087,2039.730347,-646.998962,1293.310791,2000.603882,-555.162537,1096.247314,1928.610352,-541.978638,1012.347961,1912.172363,-525.609436,956.683899,1942.920288,-473.246368,777.426697,1864.091187,-519.231140,788.663696,1855.922974,-465.016602,722.531189,2225.241211,-894.395081,1294.257202,2250.218262,-968.801941,1064.979004,2273.094727,-975.587585,985.679871,2302.961182,-976.145569,857.148499,2324.546875,-960.027710,749.564209,2247.890869,-1010.156006,744.588806,2312.365479,-1017.583252,690.163940,2152.929443,-640.324097,878.801270,2207.652100,-871.754150,875.097412,1988.425781,-735.803284,894.781494,2018.313599,-866.025940,894.386353,2091.639160,-588.106506,737.565674,2223.414062,-643.697205,418.416962,2201.214355,-643.281250,303.624451,2178.001709,-712.548096,73.191597,2126.647705,-776.817017,45.861660,2339.887939,-752.722412,58.509037,2198.658936,-926.954773,521.629456,2189.934082,-914.000183,398.165466,2043.219849,-927.041687,271.277405,1918.320923,-903.115234,193.607071,1823.762451,-855.351868,216.507690,1949.035889,-822.096497,66.979332,-297.940704,1270.262085,1112.971436,-359.532379,1310.906006,1033.487427,-336.515198,1204.948486,1038.690186,-401.942871,1247.380859,1033.688232,-252.961212,1328.489014,1036.950073,-315.681427,1374.149658,1033.438110
979,0,2082.251221,-640.810608,1519.206665,2187.358887,-594.381531,1508.582397,2142.259766,-784.594849,1538.892334,2234.595215,-753.480591,1538.911621,2084.803223,-812.802002,1299.648071,2039.573853,-821.471497,1046.179199,2211.586426,-713.007385,1217.452881,2238.173096,-718.539368,1055.979004,2073.997070,-877.317444,1211.705566,2054.724121,-645.475220,1295.504883,2015.986938,-554.557251,1097.973511,1944.401733,-541.626221,1013.882751,1928.067017,-525.393250,957.982422,1959.335083,-472.169891,779.960144,1880.370239,-519.735779,789.288452,1872.264771,-462.752960,727.838501,2238.962891,-894.034668,1296.436523,2263.688721,-969.395569,1067.120850,2286.638672,-976.656128,987.945862,2315.300293,-978.726379,858.983398,2335.412354,-963.672791,750.993103,2259.130371,-1014.812927,747.922729,2322.656006,-1021.959656,692.475159,2167.362061,-640.086304,881.118530,2220.596191,-872.141785,878.598083,2002.352905,-734.379089,897.000549,2030.889526,-864.825378,896.152222,2103.988037,-587.442993,739.719727,2229.382080,-642.575012,418.453125,2205.007324,-642.678162,304.142212,2178.066162,-712.827087,73.527893,2126.581787,-776.990601,45.991161,2339.784424,-752.484924,58.503529,2224.497559,-924.779114,527.802979,2221.159912,-911.646912,404.155212,2077.056885,-927.551636,276.234009,1952.413086,-907.576904,195.426300,1854.327881,-855.334656,213.838730,1987.677124,-832.762939,65.992348,-298.357452,1269.885254,1112.959351,-360.122253,1310.158569,1033.458496,-336.532104,1204.338989,1038.714600,-402.109222,1246.436768,1033.650269,-253.621643,1328.263428,1036.900146,-316.713257,1373.586914,1033.339111
980,0,2097.402344,-638.761353,1521.270142,2202.409912,-592.139587,1509.619995,2157.700195,-782.220947,1541.806641,2250.010254,-750.924927,1541.090210,2098.585693,-811.385925,1302.306519,2053.038574,-819.894897,1048.942871,2225.906982,-712.671387,1220.099243,2252.013916,-718.506042,1058.588013,2086.759766,-875.952148,1214.673584,2069.510742,-644.193298,1298.206299,2031.592651,-553.888672,1100.187622,1960.289795,-541.204712,1015.585754,1943.891113,-525.261719,960.034302,1975.838501,-472.017670,782.569092,1896.854980,-519.502136,791.057617,1889.508423,-460.509094,735.252563,2251.594727,-894.179077,1299.243286,2276.141357,-970.574280,1070.247681,2299.185059,-978.307129,991.031372,2327.166504,-981.934631,861.825684,2346.418213,-967.703369,753.296631,2270.532471,-1019.513245,751.995056,2333.588379,-1027.251221,696.353577,2180.760010,-639.543457,883.745544,2233.776367,-871.520935,882.227722,2016.084229,-733.987488,899.565125,2044.157959,-864.145325,899.143066,2115.742676,-586.969788,742.257568,2236.107910,-641.538940,418.895233,2211.141846,-641.439209,303.909180,2178.066895,-712.381897,73.373344,2126.407959,-776.352295,46.137188,2339.599121,-751.975586,58.535122,2249.282959,-923.290405,535.151428,2250.616211,-909.949280,411.614716,2110.361328,-929.390442,280.053375,1987.316284,-910.770813,194.749054,1887.468872,-858.283997,207.007462,2029.652100,-841.899902,66.203285,-298.735596,1269.471802,1113.005737,-360.684509,1309.356079,1033.451172,-336.558685,1203.697021,1038.738892,-402.380676,1245.432373,1033.624268,-254.274246,1328.086304,1036.918579,-317.616150,1373.030396,1033.282104
981,0,2112.714600,-636.710083,1523.343140,2217.730713,-590.406921,1510.544189,2173.166260,-780.078674,1544.698608,2265.428467,-748.898560,1543.126709,2112.014893,-810.165649,1305.130615,2065.677979,-819.413147,1051.866821,2239.884521,-712.488831,1223.090088,2265.497559,-718.323975,1061.534912,2099.168945,-874.538696,1217.507812,2084.107666,-643.124695,1301.371826,2047.486084,-553.138123,1103.057739,1976.493530,-540.297241,1018.499268,1960.259399,-524.121033,963.054810,1992.671509,-472.185577,785.592041,1913.296997,-518.297180,793.987427,1907.836792,-457.983154,742.622864,2263.849609,-894.223083,1302.079834,2287.512695,-972.132019,1073.886475,2310.738770,-980.673401,994.853149,2338.527588,-985.811523,865.642578,2357.593018,-972.273926,756.292297,2281.682129,-1024.321777,756.477478,2345.107910,-1033.357178,701.823425,2193.672363,-638.174438,886.692749,2246.927490,-870.094910,885.928894,2029.604858,-734.287048,902.216858,2057.973145,-864.039062,902.151062,2126.900391,-586.844482,744.244141,2242.415039,-640.775940,418.240326,2217.769775,-640.507629,303.460571,2178.283203,-711.885254,73.141426,2126.205322,-775.953369,46.175529,2339.173096,-751.172607,58.444309,2272.656494,-922.456360,542.660461,2277.791504,-908.954529,419.486298,2142.373047,-932.109314,284.345367,2023.198120,-915.802612,193.429703,1921.855713,-863.964233,197.690186,2074.021973,-849.277893,66.038734,-298.971466,1269.012085,1112.993774,-361.146240,1308.556274,1033.555664,-336.464142,1203.063721,1038.799316,-402.574341,1244.552002,1033.681152,-254.839005,1327.866089,1036.948853,-318.371307,1372.417358,1033.345093
982,0,2128.368164,-634.930237,1525.860596,2233.396973,-588.795532,1511.889282,2188.648193,-778.135315,1547.517578,2281.010498,-747.228821,1545.135986,2125.178711,-809.175110,1307.841797,2079.046387,-818.223267,1054.446533,2253.540039,-712.280334,1226.004272,2278.846191,-717.821533,1064.552002,2111.708496,-873.138794,1220.427490,2098.317871,-642.382507,1304.558960,2063.431885,-552.273315,1106.670532,1992.564697,-538.592102,1021.711853,1976.532227,-522.322205,966.222107,2009.778442,-472.769867,788.463745,1928.782959,-515.692383,798.503723,1925.214233,-455.404266,746.835815,2275.724609,-894.453979,1305.157959,2298.093262,-974.068848,1077.689819,2321.510010,-983.589417,998.894104,2349.584717,-990.274536,869.749207,2369.020508,-977.706360,760.074524,2292.618408,-1028.906494,760.838501,2356.801270,-1040.293579,708.321655,2205.916016,-636.488586,889.055298,2260.331055,-868.022705,889.294739,2042.317627,-735.046570,905.313049,2071.827637,-864.213074,904.879333,2138.482910,-586.635193,745.996460,2247.626221,-640.515564,417.246460,2221.954834,-640.325562,302.732849,2178.344482,-711.914429,73.075272,2126.155029,-776.041992,46.274990,2339.191650,-750.973145,58.608196,2294.938232,-922.489258,549.881592,2303.146729,-908.369019,427.368805,2173.812988,-934.116211,286.859009,2060.100830,-920.270874,189.696060,1957.381958,-870.147156,185.353897,2120.716309,-856.516785,67.111717,-299.163361,1268.600098,1113.004272,-361.551117,1307.819824,1033.589844,-336.338165,1202.439331,1038.783813,-402.679871,1243.502319,1033.744629,-255.329514,1327.717773,1036.886597,-319.041779,1371.980713,1033.351440
983,0,2143.865723,-633.352905,1528.154541,2248.773926,-587.533997,1513.116211,2204.116699,-776.477600,1550.192749,2296.430176,-745.745667,1546.842163,2138.490967,-807.926147,1310.336060,2091.943359,-817.511475,1057.068237,2266.987305,-711.999084,1228.836792,2292.023682,-716.969482,1067.420044,2124.056152,-871.854370,1223.053833,2112.305908,-641.695190,1307.833374,2078.530273,-550.742615,1109.980835,2008.305542,-536.348755,1024.782959,1992.681885,-520.097778,969.355408,2026.424683,-473.355591,790.578857,1943.788818,-512.569824,802.488098,1942.372437,-453.300659,749.860779,2287.671143,-894.564697,1307.923828,2308.376953,-976.175415,1081.243164,2332.004150,-986.988403,1002.705444,2360.304443,-995.204285,873.779358,2380.567871,-983.779358,764.130798,2303.234863,-1033.715942,764.731506,2368.727539,-1048.123169,715.630859,2217.936279,-634.723877,891.078247,2273.565186,-865.880981,892.589600,2055.256104,-735.430969,907.415344,2085.292725,-864.248413,907.030945,2149.449219,-586.475769,746.951721,2251.105957,-640.711853,416.172668,2222.683350,-640.581726,302.694275,2178.243408,-712.152710,73.466515,2126.262451,-776.514282,46.271385,2339.033447,-750.825867,58.570450,2315.764404,-922.307617,556.157532,2327.333252,-907.592285,434.673431,2205.554932,-937.109314,289.131989,2098.309814,-925.024841,185.273041,1995.171509,-875.547913,171.402237,2168.653320,-863.247803,68.020805,-299.434937,1268.263794,1112.993286,-361.954498,1307.188843,1033.562012,-336.226166,1201.855103,1038.782349,-402.704071,1242.454590,1033.878052,-255.917694,1327.637451,1036.867554,-319.858582,1371.535522,1033.352661
984,0,2159.104492,-632.218262,1530.661865,2264.065186,-586.512756,1514.576050,2219.318848,-775.326172,1552.683105,2311.819092,-745.191895,1548.704224,2151.635742,-806.993347,1312.594482,2104.824707,-816.320312,1059.233276,2280.436035,-711.565613,1231.319336,2305.070312,-715.877319,1069.932495,2136.623535,-870.628174,1225.322998,2126.105713,-640.946777,1310.753784,2093.537598,-548.869507,1113.341553,2023.781006,-533.876160,1027.746338,2008.421875,-517.683838,972.149902,2042.910767,-473.320221,792.974182,1959.408813,-509.888000,805.156250,1959.453613,-451.259399,752.832703,2299.780273,-894.532471,1310.128174,2318.723633,-978.326172,1084.283081,2342.271729,-990.423157,1006.060608,2371.015625,-1000.357361,877.257874,2392.164795,-990.616943,767.811340,2313.836426,-1038.727783,768.067871,2380.187988,-1055.910400,722.000244,2230.091553,-633.171570,892.846497,2286.813477,-864.028015,895.711670,2067.961914,-735.490356,909.090637,2098.391357,-864.065002,908.897583,2160.132568,-586.292603,748.191467,2252.701660,-640.820129,415.132874,2221.683838,-641.160583,302.815186,2177.954346,-712.774719,73.827385,2125.737305,-777.879639,46.169811,2338.921143,-750.622314,58.596313,2336.082031,-921.837402,562.239685,2351.090332,-906.925781,441.628082,2238.080322,-938.559265,289.855408,2137.723389,-928.890076,178.816086,2035.280029,-880.032837,156.904068,2216.902588,-868.946045,68.083595,-299.730316,1267.939697,1112.991089,-362.461761,1306.503662,1033.582520,-336.143311,1201.327515,1038.832153,-402.738037,1241.584106,1033.978760,-256.585358,1327.521851,1036.807251,-320.688049,1371.060425,1033.375732
985,0,2174.163818,-631.324341,1532.696655,2279.015381,-585.866882,1515.905151,2234.387207,-774.513855,1554.722900,2326.801758,-744.492371,1549.945435,2164.582764,-805.988281,1314.461548,2117.584961,-815.194031,1061.264893,2293.771484,-710.858459,1233.391968,2317.958496,-714.667114,1071.902344,2149.270752,-869.274048,1227.117798,2139.733643,-640.226685,1313.263794,2108.115479,-547.195496,1116.053101,2038.847168,-531.734985,1030.005249,2023.616089,-515.499817,974.506653,2058.481201,-472.258453,795.672485,1974.420532,-507.404388,808.151123,1975.622803,-449.055573,754.974487,2312.273682,-894.335632,1311.853760,2329.340576,-980.446045,1086.685913,2352.682861,-993.751404,1008.664246,2381.759277,-1005.669128,880.175964,2404.330811,-998.214172,771.550964,2324.492920,-1043.915771,770.820862,2391.518311,-1063.944214,727.837769,2242.354492,-631.993591,894.216614,2299.847656,-862.641602,898.377747,2080.633301,-735.259888,910.250061,2111.376221,-863.738647,910.360229,2170.231201,-586.363403,749.436340,2253.406250,-640.446472,414.595764,2220.961670,-641.540649,303.099762,2177.637451,-713.343933,73.997871,2125.761475,-778.561462,46.241440,2338.795410,-750.500061,58.618561,2355.710693,-921.034668,567.954590,2373.855225,-906.444641,447.644928,2270.973633,-940.358582,289.273834,2178.178711,-932.386108,172.113770,2076.610840,-883.944214,141.759750,2265.276367,-873.123596,68.127243,-300.089050,1267.530396,1112.989746,-362.963989,1305.822876,1033.602295,-336.078552,1200.721558,1038.816895,-402.873413,1240.764526,1033.926880,-257.229523,1327.357544,1036.846558,-321.497559,1370.531860,1033.371704
986,0,2188.868408,-630.827698,1534.669312,2293.651367,-585.398987,1517.168579,2249.152588,-774.026245,1556.059692,2341.415527,-744.160339,1550.936890,2178.017090,-804.919434,1315.913818,2130.280762,-814.172485,1063.039795,2307.167725,-710.036682,1235.006104,2330.710693,-713.477417,1073.315918,2162.129395,-868.204834,1228.560913,2153.365723,-639.390381,1315.217896,2122.458740,-546.034241,1118.227173,2053.630859,-529.958130,1032.394165,2038.134155,-513.779236,976.682068,2073.734375,-470.149139,798.011169,1989.027100,-505.185364,810.525330,1990.875732,-447.154938,756.195068,2325.247559,-893.842285,1312.859253,2340.258545,-982.501953,1088.712280,2363.382812,-997.312683,1011.029114,2392.784424,-1011.017090,882.763916,2416.404785,-1005.938660,774.834473,2335.293945,-1049.390015,773.338501,2402.796875,-1071.903564,732.987122,2254.531250,-631.219543,895.293884,2313.016357,-861.636719,900.779968,2093.752197,-735.480652,911.666931,2124.552246,-863.768799,911.803894,2179.824219,-586.883362,750.528381,2254.498047,-639.640381,414.348969,2221.292236,-641.497986,303.248413,2177.182861,-713.686707,74.135597,2126.041016,-778.641602,46.455151,2338.583252,-750.089966,58.598709,2374.639404,-920.416565,573.255371,2394.376221,-906.327637,452.721161,2303.812500,-942.400635,288.252502,2219.020264,-935.181580,164.816223,2119.152588,-888.544922,127.253738,2313.105713,-875.840759,68.713264,-300.348145,1267.053711,1112.990356,-363.440521,1305.071533,1033.652222,-336.008118,1200.158325,1038.762817,-403.099823,1239.760620,1034.131348,-257.814301,1327.191528,1036.906494,-322.337494,1370.014771,1033.444824
987,0,2203.465088,-630.438477,1536.132935,2308.142822,-585.169067,1518.432373,2263.636963,-773.869141,1556.859619,2355.841797,-744.005554,1551.424683,2191.364258,-804.200500,1317.119629,2143.046387,-813.615906,1064.498047,2320.647949,-709.219238,1236.064087,2343.621582,-712.327759,1074.218994,2175.055908,-867.443848,1229.841797,2166.985107,-638.651001,1316.717163,2136.292236,-545.148315,1119.855591,2067.545654,-528.419495,1034.105835,2052.404541,-511.936951,978.478271,2088.367188,-467.206146,799.988464,2004.119385,-503.146820,812.010742,2005.438599,-445.894714,756.672424,2338.400146,-893.262878,1313.265137,2351.537109,-984.335266,1090.370728,2374.338135,-1000.560791,1012.919800,2403.997314,-1016.125916,884.995483,2428.524170,-1013.309448,777.693054,2346.813232,-1053.424072,774.512634,2413.875244,-1079.509399,737.305298,2266.855469,-630.610840,896.055603,2326.399902,-860.738525,902.575500,2106.633545,-735.853821,912.927979,2137.827393,-864.000000,913.138977,2189.145752,-587.455200,751.283020,2256.466064,-638.869202,414.065277,2222.522461,-641.252869,303.113068,2176.940430,-713.781982,74.202347,2126.052734,-778.785461,46.375401,2337.947998,-749.882446,58.109039,2392.575928,-920.303162,577.872742,2415.463379,-906.030090,458.500031,2336.128906,-944.443115,286.950470,2260.336182,-938.016052,158.454742,2162.309082,-893.180664,114.171616,2359.910400,-876.407166,69.529129,-300.637299,1266.542847,1113.023926,-363.929474,1304.217651,1033.657227,-335.954926,1199.526978,1038.761108,-403.362518,1238.482910,1034.152710,-258.482361,1326.954346,1036.930542,-323.250000,1369.504761,1033.519165
988,0,2217.766602,-630.481934,1537.116211,2322.405029,-585.232422,1519.140015,2277.806641,-773.930664,1557.176147,2370.160156,-744.167480,1551.615967,2204.937256,-803.398376,1317.661743,2156.670166,-812.982056,1065.059448,2334.194336,-708.508606,1236.637451,2356.756348,-711.377563,1074.734985,2188.359375,-866.610657,1230.416992,2180.647217,-638.113708,1317.661011,2149.933350,-544.074036,1121.095581,2080.826172,-527.093628,1035.456543,2066.043701,-510.357727,979.684387,2102.667236,-463.734894,801.859314,2018.927368,-501.860748,812.708557,2019.400391,-445.193451,756.295227,2351.807373,-892.709045,1313.616821,2363.136475,-986.006348,1091.706543,2385.716064,-1003.579590,1014.659912,2415.568115,-1020.905823,887.082031,2440.692139,-1020.320679,780.218506,2357.552979,-1060.285034,778.168945,2424.855225,-1086.468994,740.393799,2279.207275,-629.899231,896.492371,2339.773682,-859.820007,903.554077,2119.567871,-736.489380,913.881165,2151.436035,-864.183044,914.012451,2199.065430,-587.849365,751.963684,2259.260986,-638.346924,413.399994,2224.647705,-641.012573,303.229370,2176.969971,-713.909424,74.270958,2126.090332,-778.997742,46.590572,2338.094971,-749.773682,58.288738,2409.589844,-920.614868,581.807739,2434.602295,-906.599365,462.838226,2368.142090,-945.708069,286.281036,2301.780518,-939.827759,152.094177,2205.822021,-897.670898,101.819481,2405.827637,-874.867859,70.640762,-300.939270,1266.148804,1113.034790,-364.457489,1303.410156,1033.684204,-335.928528,1198.900391,1038.800049,-403.367584,1237.554199,1034.132568,-259.143066,1326.781982,1036.913208,-324.153046,1368.964478,1033.597534
989,0,2231.934814,-630.616943,1537.603760,2336.593750,-585.210999,1519.773315,2291.947998,-774.163940,1556.864990,2384.154053,-744.378662,1551.487793,2218.836426,-802.904114,1317.884521,2169.207275,-813.360718,1065.500366,2347.740967,-708.090942,1236.717651,2370.056396,-710.536743,1074.772583,2201.908447,-865.999023,1230.621338,2194.343506,-637.638611,1317.984375,2163.471680,-542.770142,1122.002319,2094.116699,-525.746948,1036.271973,2079.438721,-508.772919,980.464233,2115.989502,-459.999939,803.370483,2033.613159,-500.269409,813.453796,2033.147583,-444.590546,754.847351,2365.222900,-892.314941,1313.621704,2375.133789,-987.643738,1092.759766,2397.513184,-1006.410706,1016.136536,2427.270508,-1025.516479,888.772705,2452.769775,-1026.711304,782.030396,2369.692871,-1063.891235,778.805481,2435.875000,-1093.031860,742.662476,2291.364014,-629.178345,896.190674,2353.497803,-858.648865,904.163513,2132.631104,-737.184143,914.338440,2165.246338,-864.508423,914.790344,2209.443604,-588.169800,752.215637,2262.271240,-638.068542,412.236633,2226.986084,-641.013672,302.923950,2177.159668,-714.144958,74.497200,2126.190186,-779.258118,46.809139,2338.127441,-749.763000,58.251316,2425.521484,-921.334961,584.726318,2452.673828,-907.565491,466.320190,2399.175049,-946.969299,285.202148,2343.611084,-941.188049,146.719772,2249.549805,-901.223938,90.535934,2450.274902,-871.694824,71.119766,-301.172058,1265.748901,1112.992310,-364.916840,1302.626709,1033.739502,-335.882721,1198.251465,1038.820923,-403.308105,1236.727417,1034.102051,-259.762390,1326.579224,1036.989868,-324.955872,1368.450928,1033.705566
990,0,2245.850586,-630.949341,1537.577515,2350.490967,-585.482361,1519.829224,2305.988281,-774.572693,1556.498779,2398.154053,-744.641907,1551.044922,2232.644531,-802.776306,1317.650757,2183.338379,-813.309265,1065.057495,2360.805420,-707.890625,1235.764160,2383.090332,-709.893127,1074.255493,2215.623047,-865.820312,1230.419312,2208.067627,-637.353027,1317.865479,2176.556885,-541.653198,1122.172485,2107.218018,-524.730408,1036.616211,2092.321045,-507.683990,980.815735,2129.355469,-456.349579,804.705872,2048.385986,-498.613800,813.810913,2046.437744,-444.320007,752.423157,2379.050781,-891.946777,1313.345459,2387.559082,-989.367615,1093.620117,2409.623047,-1009.157776,1017.093994,2439.255615,-1030.009766,890.301331,2464.598877,-1032.509521,783.064514,2380.782227,-1069.311768,780.644226,2446.848389,-1098.884033,744.107910,2303.529053,-628.225220,895.473267,2367.059082,-857.397339,903.965515,2145.775146,-737.844910,914.142639,2179.102295,-864.840698,914.867859,2220.220947,-588.109619,752.025818,2265.618164,-637.804321,411.091766,2229.263428,-641.116028,302.807343,2177.206055,-714.538757,74.512970,2126.313721,-779.534546,47.045238,2338.157959,-749.866272,58.186630,2440.445068,-922.182739,586.552673,2469.528564,-908.859131,468.722870,2429.790527,-947.764221,284.073151,2385.564941,-942.260864,141.490921,2293.859863,-904.547913,79.809921,2494.426025,-866.097839,73.487625,-301.447327,1265.388794,1112.999023,-365.353058,1302.006836,1033.804932,-335.787811,1197.646362,1038.876221,-403.424316,1235.706665,1034.195312,-260.324463,1326.388062,1037.017578,-325.840302,1367.869995,1033.686157
991,0,2259.677002,-631.345032,1537.165649,2363.434570,-585.800720,1519.463135,2319.973389,-774.966125,1555.609497,2412.179932,-744.956421,1550.308838,2246.668213,-802.575745,1316.914062,2197.447510,-813.481567,1064.375610,2374.618652,-707.535095,1235.120239,2396.578369,-709.190186,1073.462402,2229.630615,-865.696655,1229.725464,2221.794922,-637.261841,1317.221313,2189.944092,-540.879272,1122.095215,2120.381592,-523.747131,1036.619263,2105.294922,-506.485687,980.674622,2142.514404,-452.904663,805.419312,2062.116455,-496.769928,813.774353,2059.467773,-444.441284,749.179688,2392.965820,-891.629333,1312.438354,2400.307373,-990.988647,1093.840576,2421.786621,-1011.787415,1017.495178,2451.345215,-1034.170654,890.833557,2476.342529,-1037.996582,783.945740,2392.362793,-1073.800049,781.941711,2457.621094,-1104.023682,744.099365,2316.190430,-627.497803,894.536804,2380.659668,-856.291260,903.309326,2159.208008,-738.505432,913.472839,2193.142578,-865.168762,914.566223,2231.592773,-588.115906,751.702271,2269.352051,-637.568115,410.389618,2231.212402,-641.127441,302.561523,2177.375000,-714.903809,74.779327,2126.439209,-779.837280,47.317177,2338.370850,-749.771667,58.480209,2454.449219,-923.178345,587.166443,2485.488770,-910.369812,469.971344,2460.292236,-947.775635,282.907043,2426.541016,-941.432983,137.289963,2338.004883,-906.453674,70.246216,2536.622070,-859.478210,75.194283,-301.704193,1264.980835,1113.013184,-365.813446,1301.220947,1033.757202,-335.679749,1197.120728,1038.834229,-403.537262,1234.685913,1034.322754,-260.857391,1326.185303,1037.020020,-326.663940,1367.245117,1033.632324
992,0,2273.574707,-631.788879,1536.429321,2377.349854,-586.095093,1518.975586,2333.944580,-775.389099,1554.336792,2426.142334,-745.381348,1549.272461,2260.757080,-802.876709,1315.908691,2211.439941,-813.691284,1063.552734,2388.548096,-707.298035,1234.075684,2410.391602,-708.604370,1072.411011,2243.920898,-865.579224,1228.573242,2235.633789,-637.326721,1316.500000,2203.322754,-540.340027,1121.600952,2133.888672,-522.885681,1036.377808,2118.509033,-505.429077,980.242310,2155.459229,-449.958435,805.508118,2075.841064,-495.417633,813.442932,2072.111572,-444.852020,745.273987,2407.208496,-891.373352,1311.238281,2413.491699,-992.515442,1093.596436,2434.707275,-1014.247437,1017.435181,2463.602783,-1037.991821,890.769836,2487.928467,-1042.586182,783.545288,2403.759033,-1077.957153,782.364746,2468.419434,-1108.535034,743.231506,2329.273193,-627.102661,893.278076,2395.009033,-855.686157,902.473083,2172.896729,-738.946716,912.422180,2207.279785,-865.545410,913.678467,2243.527344,-588.034485,751.253235,2273.521484,-637.353333,409.491638,2234.145508,-641.039185,302.537811,2177.721191,-715.150330,75.420410,2126.529541,-780.004517,47.649281,2338.347900,-749.869751,58.395763,2467.942871,-924.248901,586.754944,2501.398438,-911.999146,470.688232,2490.090820,-947.151672,281.670715,2466.328369,-939.241638,133.842224,2380.931641,-906.738403,63.461094,2577.184082,-851.943481,76.706680,-301.898376,1264.862549,1112.830444,-366.360992,1300.240845,1033.883545,-335.462372,1196.825073,1038.590210,-403.696075,1233.560303,1034.371704,-261.442261,1325.990112,1037.023560,-327.459442,1366.666138,1033.652954
